1283	1
1284	1
1285	1
1286	1
1287	1
1288	1
1586	1
1587	1
1588	1
1589	1
1590	1
1591	1
1592	1
1703	1
1704	1
1705	1
1706	1
1707	1
1826	1
1827	1
1828	1
1829	1
1830	1
1841	1
1842	1
1843	1
1844	1
1851	1
1852	1
1853	1
1854	1
1855	1
1860	1
1861	1
1862	1
1863	1
3130	2
3131	2
3132	2
3133	2
3262	1
3263	1
3264	1
3265	1
3769	3
3770	3
3771	3
3772	3
4129	3
4130	3
4131	3
4477	2
4478	2
4479	2
4480	2
4481	2
4482	2
4852	2
4853	2
4854	2
5076	3
5077	3
5078	3
5079	3
5381	3
5382	3
5410	2
5411	2
5412	2
5413	2
5436	2
5437	2
5444	3
5445	3
5446	3
5470	3
5471	3
5476	3
5477	3
5487	3
5488	3
5492	3
5493	3
5497	3
5498	3
5502	3
5503	3
5507	3
5508	3
5514	2
5515	2
5516	2
5519	2
5520	2
5521	2
5523	2
5524	2
5525	2
5529	2
5533	2
5534	2
5541	2
5542	2
5543	2
5545	2
5546	2
5549	2
5582	2
5583	2
5584	2
5591	2
5596	2
5601	2
5602	2
5603	2
5605	2
5606	2
5607	2
5768	3
5769	3
5770	3
5801	3
5802	3
5807	3
5808	3
5809	3
5810	3
5811	2
5812	2
5813	2
5814	2
6184	2
6185	2
6190	2
6191	2
6192	2
6195	3
6196	3
6197	3
6200	2
6201	2
6202	2
6306	3
6307	3
6308	3
6309	3
6310	2
6311	2
6312	2
6314	3
6315	3
6316	3
6317	3
6318	2
6319	2
6320	2
6321	3
6322	3
6323	3
6324	2
6325	2
6326	2
6327	3
6328	3
6329	3
6349	2
6350	2
6351	2
6352	2
6357	2
6358	2
6364	2
6365	2
6366	2
6371	2
6372	2
6373	2
6374	2
6378	2
6379	2
6380	2
6381	2
6386	2
6387	2
6388	2
6392	2
6393	2
6394	2
6395	2
6410	3
6411	3
6415	3
6416	3
6417	3
6420	3
6421	3
6435	3
6436	3
6440	3
6441	3
6446	3
6447	3
6451	3
6452	3
6453	3
6457	3
6458	3
6462	3
6463	3
6467	3
6468	3
6469	3
6470	3
6473	3
6474	3
